region,n_subjects,umap_1_center,umap_2_center,BMD_scaled_mean,BMD_scaled_std,BMD_scaled_min,BMD_scaled_max,label_x,label_y,BMD_level,BMD_profile
0,132,8.197112083435059,7.393913269042969,0.40753134263462115,0.7858084023913459,-1.2059470288331628,2.3206556973749937,8.197112083435059,7.393913269042969,Medium,Medium BMD
1,120,3.6522459983825684,9.508197784423828,-0.1911843816350314,0.8547470099932926,-1.6899905402734976,2.0440594051233734,3.6522459983825684,9.508197784423828,Medium,Medium BMD
2,18,1.46713387966156,16.07864761352539,-1.939695526333988,0.3338579801618858,-2.588928490091263,-1.2750961018960678,1.46713387966156,16.07864761352539,Low,Low BMD
