epoch,train_total,train_recon,train_kl,val_total,val_recon,val_kl
1,1.0381712019443512,1.0381712019443512,0.01354910060763359,1.055446743965149,1.055446743965149,0.015004618093371391
2,0.9897112399339676,0.9897112399339676,0.02155108330771327,1.030367136001587,1.030367136001587,0.04009805619716644
3,0.9455992579460144,0.9455992579460144,0.048983134329319,0.9776363372802734,0.9776363372802734,0.10769336670637131
4,0.8893533796072006,0.8893533796072006,0.11521667800843716,0.8712095618247986,0.8712095618247986,0.27606451511383057
5,0.7869360446929932,0.7869360446929932,0.34267251938581467,0.6385126113891602,0.6385126113891602,0.6863911747932434
6,0.5599637404084206,0.5599637404084206,0.7378867864608765,0.3885132074356079,0.3885132074356079,1.6084625720977783
7,0.4239027574658394,0.4239027574658394,1.8059090375900269,0.2866208255290985,0.2866208255290985,2.0730020999908447
8,0.3620148003101349,0.3620148003101349,1.5935601592063904,0.2644139528274536,0.2644139528274536,1.7929532527923584
9,0.3458220735192299,0.3458220735192299,1.4214118123054504,0.23964671790599823,0.23964671790599823,1.4913818836212158
10,0.3321899026632309,0.3321899026632309,1.2624105662107468,0.229423388838768,0.229423388838768,1.5646220445632935
11,0.29615194350481033,0.29615194350481033,1.2687378823757172,0.2223159223794937,0.2223159223794937,1.8014789819717407
12,0.29860571026802063,0.29860571026802063,1.7053134739398956,0.2097473442554474,0.2097473442554474,1.803446650505066
13,0.2974145710468292,0.2974145710468292,1.4478443264961243,0.21026217937469482,0.21026217937469482,1.7259973287582397
14,0.2853948771953583,0.2853948771953583,1.4075087904930115,0.2057279497385025,0.2057279497385025,1.7566816806793213
15,0.28624240309000015,0.28624240309000015,1.358039304614067,0.20749282836914062,0.20749282836914062,1.8564857244491577
16,0.26998165249824524,0.26998165249824524,1.589422583580017,0.20531655848026276,0.20531655848026276,1.987606167793274
17,0.2539888918399811,0.2539888918399811,1.8344508707523346,0.20101401209831238,0.20101401209831238,2.034653425216675
18,0.2685116305947304,0.2685116305947304,1.5910666286945343,0.20523127913475037,0.20523127913475037,1.9825260639190674
19,0.2747684046626091,0.2747684046626091,1.6083610355854034,0.20051364600658417,0.20051364600658417,2.0696945190429688
20,0.28576337546110153,0.28576337546110153,1.756359726190567,0.2008647322654724,0.2008647322654724,2.276653528213501
21,0.26048868149518967,0.26048868149518967,1.806579738855362,0.19789192080497742,0.19789192080497742,2.350637912750244
22,0.25036802515387535,0.25036802515387535,1.7507113218307495,0.19419965147972107,0.19419965147972107,2.3565170764923096
23,0.25882645696401596,0.25882645696401596,1.9961252808570862,0.19440114498138428,0.19440114498138428,2.4000027179718018
24,0.26084333658218384,0.26084333658218384,1.9734981954097748,0.1912512481212616,0.1912512481212616,2.4991447925567627
25,0.24666456133127213,0.24666456133127213,2.1104744970798492,0.1926763504743576,0.1926763504743576,2.4804561138153076
26,0.25008729472756386,0.25008729472756386,2.164732873439789,0.1912400722503662,0.1912400722503662,2.5819735527038574
27,0.24347330257296562,0.24347330257296562,2.0887280106544495,0.19346804916858673,0.19346804916858673,2.681605100631714
28,0.24891244247555733,0.24891244247555733,2.048538416624069,0.19574394822120667,0.19574394822120667,2.751098155975342
29,0.25381819158792496,0.25381819158792496,2.301394045352936,0.19238564372062683,0.19238564372062683,2.7454960346221924
30,0.24783669039607048,0.24783669039607048,2.3069146871566772,0.18767628073692322,0.18767628073692322,2.639463186264038
31,0.24418218806385994,0.24418218806385994,1.9784732162952423,0.19167594611644745,0.19167594611644745,2.733013391494751
32,0.24510632455348969,0.24510632455348969,2.4636348485946655,0.19039812684059143,0.19039812684059143,2.866619825363159
33,0.23392267152667046,0.23392267152667046,2.448705554008484,0.18910080194473267,0.18910080194473267,2.742478847503662
34,0.24201657250523567,0.24201657250523567,2.1008939146995544,0.18870320916175842,0.18870320916175842,2.7399353981018066
35,0.23590921610593796,0.23590921610593796,2.1302517652511597,0.19140096008777618,0.19140096008777618,3.035496234893799
36,0.2592833936214447,0.2592833936214447,2.903690993785858,0.1855122447013855,0.1855122447013855,3.0137715339660645
37,0.23237469419836998,0.23237469419836998,2.44471538066864,0.18685849010944366,0.18685849010944366,2.844741106033325
38,0.23751364648342133,0.23751364648342133,2.3282746076583862,0.18266069889068604,0.18266069889068604,3.012752056121826
39,0.2420944832265377,0.2420944832265377,2.781327486038208,0.18787239491939545,0.18787239491939545,3.219841480255127
40,0.22625133395195007,0.22625133395195007,2.5948179364204407,0.18017281591892242,0.18017281591892242,3.0486984252929688
41,0.22560371831059456,0.22560371831059456,2.5832632184028625,0.1805916279554367,0.1805916279554367,3.0959460735321045
42,0.22213099524378777,0.22213099524378777,2.548949718475342,0.1807529777288437,0.1807529777288437,3.221282958984375
43,0.22538160905241966,0.22538160905241966,2.7196304202079773,0.17517849802970886,0.17517849802970886,3.1294214725494385
44,0.23068566620349884,0.23068566620349884,2.66443008184433,0.17602762579917908,0.17602762579917908,3.1251471042633057
45,0.2096993774175644,0.2096993774175644,2.578928053379059,0.17389081418514252,0.17389081418514252,3.3058269023895264
46,0.22386687994003296,0.22386687994003296,2.90688294172287,0.1660168617963791,0.1660168617963791,3.251695394515991
47,0.20645124092698097,0.20645124092698097,2.674764573574066,0.16492557525634766,0.16492557525634766,3.2195589542388916
48,0.2146327942609787,0.2146327942609787,2.747655987739563,0.16563516855239868,0.16563516855239868,3.4369237422943115
49,0.2017044462263584,0.2017044462263584,2.939049005508423,0.15797971189022064,0.15797971189022064,3.4587459564208984
50,0.19043710827827454,0.19043710827827454,2.916849434375763,0.1612612009048462,0.1612612009048462,3.5626301765441895
51,0.19582244008779526,0.19582244008779526,2.979646921157837,0.15820984542369843,0.15820984542369843,3.5890016555786133
52,0.19537410885095596,0.19537410885095596,2.91248220205307,0.1577892303466797,0.1577892303466797,3.6142194271087646
53,0.19278225302696228,0.19278225302696228,3.0114338994026184,0.15677966177463531,0.15677966177463531,3.688664674758911
54,0.18668291717767715,0.18668291717767715,3.297702968120575,0.1527595967054367,0.1527595967054367,3.7118992805480957
55,0.18206049129366875,0.18206049129366875,3.1421884894371033,0.1490478515625,0.1490478515625,3.6227426528930664
56,0.18027085065841675,0.18027085065841675,2.9245223999023438,0.1515292078256607,0.1515292078256607,3.832101821899414
57,0.17560724169015884,0.17560724169015884,3.147093117237091,0.1556369513273239,0.1556369513273239,3.9287307262420654
58,0.17593281716108322,0.17593281716108322,3.5103679299354553,0.14627006649971008,0.14627006649971008,3.669376850128174
59,0.19289293140172958,0.19289293140172958,3.374491572380066,0.14501047134399414,0.14501047134399414,3.626802444458008
60,0.18215927854180336,0.18215927854180336,3.281628668308258,0.1432258039712906,0.1432258039712906,3.8585472106933594
61,0.17692242190241814,0.17692242190241814,3.3141561150550842,0.14929890632629395,0.14929890632629395,3.951066732406616
62,0.175486758351326,0.175486758351326,3.201591968536377,0.14149561524391174,0.14149561524391174,3.788893699645996
63,0.1797696389257908,0.1797696389257908,3.120070219039917,0.14128477871418,0.14128477871418,3.772326707839966
64,0.1753450147807598,0.1753450147807598,3.3500245809555054,0.14785060286521912,0.14785060286521912,3.910850763320923
65,0.16345356777310371,0.16345356777310371,3.2440971732139587,0.14074604213237762,0.14074604213237762,3.850184202194214
66,0.16679636016488075,0.16679636016488075,3.4265538454055786,0.14423426985740662,0.14423426985740662,3.781747817993164
67,0.1722448281943798,0.1722448281943798,3.040338635444641,0.1419825255870819,0.1419825255870819,3.9252312183380127
68,0.1679534688591957,0.1679534688591957,3.346666395664215,0.14432145655155182,0.14432145655155182,4.034994125366211
69,0.18267522007226944,0.18267522007226944,3.4542036652565002,0.1453043818473816,0.1453043818473816,3.82463002204895
70,0.17312752455472946,0.17312752455472946,3.3113877177238464,0.1438402235507965,0.1438402235507965,3.7992398738861084
71,0.16906149685382843,0.16906149685382843,3.3908995389938354,0.14641685783863068,0.14641685783863068,4.096321105957031
72,0.16852662339806557,0.16852662339806557,3.35293048620224,0.1409182846546173,0.1409182846546173,4.03108024597168
73,0.16628406941890717,0.16628406941890717,3.384468376636505,0.14122459292411804,0.14122459292411804,3.932581901550293
74,0.1663350909948349,0.1663350909948349,3.395682156085968,0.14093512296676636,0.14093512296676636,4.099437236785889
