region,n_subjects,umap_1_center,umap_2_center,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,label_x,label_y,BFP_level,BFP_profile
0,56,3.651639938354492,8.268399238586426,-0.06425841603762693,0.841781593705101,-1.445007502129838,2.434709407415626,3.651639938354492,8.268399238586426,Medium,Medium BFP
1,114,12.608025550842285,3.843186855316162,0.42158434560558417,0.8222775393295348,-1.325135125488213,2.8485860895989643,12.608025550842285,3.843186855316162,Medium,Medium BFP
2,75,8.416016578674316,6.570644855499268,-0.5999801281012062,1.040510217166659,-2.1008815083568737,2.194403514499213,8.416016578674316,6.570644855499268,Low,Low BFP
