cluster,n_subjects,umap_1_center,umap_2_center,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,label_x,label_y,BFP_level,BFP_profile
0,119,8.79798412322998,3.858851671218872,0.6332485000181913,0.9370721343324558,-1.926543742134344,2.83845922917533,8.79798412322998,3.858851671218872,High,High BFP
1,166,5.610651016235352,1.189778208732605,-0.657176710410055,0.8101723578486199,-2.294122224602492,1.6621984633318867,5.610651016235352,1.189778208732605,Low,Low BFP
2,230,8.8384428024292,3.1256325244903564,0.2531710729683441,0.8211063021760588,-1.590678055891976,2.147513954414844,8.8384428024292,3.1256325244903564,Medium,Medium BFP
