region,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,56,3.651639938354492,8.268399238586426,-1.5242890696064009,0.3364450026053724,-2.057733470405338,-0.7987229305886901,3.651639938354492,8.268399238586426,Low,Low ALM
1,114,12.608025550842285,3.843186855316162,0.7762115724355375,0.5028862156149525,-0.2773145252100787,1.9482091562839956,12.608025550842285,3.843186855316162,High,High ALM
2,75,8.416016578674316,6.570644855499268,-0.1270810789774119,0.44194955411341197,-1.1166548850878435,1.0071305709665015,8.416016578674316,6.570644855499268,Medium,Medium ALM
