region,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,100,8.570263862609863,5.663213729858398,-1.2732149448170862,0.3912745064976112,-1.9961415392834652,-0.2759202887035996,8.570263862609863,5.663213729858398,Low,Low ALM
1,218,3.7717397212982178,7.124226093292236,-0.2738646700632487,0.5469043981234214,-1.3456377050305748,1.256377631980987,3.7717397212982178,7.124226093292236,Medium,Medium ALM
2,197,-0.2497342824935913,7.5746660232543945,0.898949072855682,0.7336840389019645,-0.5216661816435803,2.6874860673373457,-0.2497342824935913,7.5746660232543945,High,High ALM
