p,kNN_graph,target,edge_metrics,fw_source,K,mu_used,RMSE_scaled,RelRMSE_scaled_pct,RMSE_orig,RelRMSE_orig_pct,R2,best_epoch,best_lr,source_file
10000.0,30.0,BMD,l2,none,800.0,3.5355339059327374e-13,0.3698792235745878,40.03372349476543,0.0717770916315133,6.717587775856513,0.8384152151555591,49,0.0082372966913313,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn30/bmd/results_knn30_l2_fw-none_K800_p10000.0_mu3.54e-13.csv
10000.0,35.0,BMD,l2,none,800.0,3.5355339059327374e-13,0.3796802636960472,41.09453498450427,0.0736790361129097,6.895589958839596,0.8297384296392543,37,0.008025638531605,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K800_p10000.0_mu3.54e-13.csv
10000.0,40.0,BMD,l2,none,800.0,3.5355339059327374e-13,0.370295195173645,40.0787460072964,0.0718578054267746,6.725141745961254,0.8380515695525794,11,0.0077520417759527,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn40/bmd/results_knn40_l2_fw-none_K800_p10000.0_mu3.54e-13.csv
1000000.0,2.0,BMD,l2,none,3200.0,1.7677669529663694e-18,0.3601730903467745,38.9831842130767,0.0698935582609572,6.54130868098287,0.84678435490195,84,0.0090279758085674,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn2/bmd/results_knn2_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
1000000.0,5.0,BMD,l2,none,1600.0,2.500000000000001e-18,0.3700386943126733,40.05098374359023,0.0718080389297348,6.720484120463163,0.8382758529091152,91,0.0091924390242644,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn5/bmd/results_knn5_l2_fw-none_K1600_p1000000.0_mu2.5e-18.csv
1000000.0,10.0,BMD,l2,none,1600.0,2.500000000000001e-18,0.3664063252855431,39.65783579692337,0.0711031547077656,6.654514303001023,0.8414352985163733,40,0.0080741665917822,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn10/bmd/results_knn10_l2_fw-none_K1600_p1000000.0_mu2.5e-18.csv
1000000.0,15.0,BMD,l2,none,3200.0,1.7677669529663694e-18,0.3581723341161197,38.76663319692504,0.0695053043257047,6.504972158701219,0.848481848314307,88,0.009122513696999,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
1000000.0,20.0,BMD,l2,none,3200.0,1.7677669529663694e-18,0.3661231537775706,39.62718684686283,0.0710482011928381,6.649371226683412,0.8416802924043398,9,0.007742955680935,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn20/bmd/results_knn20_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
1000000.0,25.0,BMD,l2,none,3200.0,1.7677669529663694e-18,0.3685745599698093,39.89251377364992,0.0715239189083907,6.693893447326738,0.8395531108575396,46,0.0081801699963272,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn25/bmd/results_knn25_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
1000000.0,30.0,BMD,l2,none,3200.0,1.7677669529663694e-18,0.3655248051815185,39.56242483612772,0.0709320909660241,6.638504519457347,0.8421973477487095,37,0.008025638531605,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn30/bmd/results_knn30_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
1000000.0,35.0,BMD,l2,none,1600.0,2.500000000000001e-18,0.3490847785175103,37.7830454069375,0.0677418116718425,6.339927623946121,0.8560729532388207,76,0.0088370421783673,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn35/bmd/results_knn35_l2_fw-none_K1600_p1000000.0_mu2.5e-18.csv
1000000.0,40.0,BMD,l2,none,1600.0,2.500000000000001e-18,0.379800491423903,41.1075477824843,0.0737023561193762,6.89777246842324,0.8296305841455861,11,0.0077520417759527,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn40/bmd/results_knn40_l2_fw-none_K1600_p1000000.0_mu2.5e-18.csv
