target,kNN_graph,edge_metrics,fw_source,K,p,mu_used,RMSE_scaled,RelRMSE_scaled_pct,RMSE_orig,RelRMSE_orig_pct,R2,best_epoch,best_lr,source_file
BMD,15.0,l2,none,3200.0,1000000.0,1.7677669529663694e-18,0.5384394939637331,57.25363961369776,0.0778664908190382,7.76548819710873,0.6700908834961734,18,0.007797851601572,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K3200_p1000000.0_mu1.77e-18.csv
BMD,15.0,l2,none,80.0,10.0,3.535533905932738e-05,0.5188834212603493,55.17419270950349,0.0750383790787736,7.483445586633726,0.6936202259030655,29,0.0079122321709504,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K80_p10.0_mu3.54e-05.csv
BMD,15.0,l2,none,40.0,10.0,5e-05,0.5220272946184408,55.50848875251887,0.0754930359385173,7.52878771571823,0.6898963172024792,31,0.007938309404863,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K40_p10.0_mu5e-05.csv
BMD,15.0,l2,none,100.0,100.0,1.0000000000000001e-07,0.5202123700110712,55.31550320713953,0.0752305680240982,7.502612252176695,0.6920488346879269,13,0.007762919241074,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K100_p100.0_mu1e-07.csv
BMD,15.0,l2,none,15.0,3.0,0.0081649658092772,0.5352108214949282,56.91032666575847,0.0773995767551278,7.718923678607611,0.6740355232607385,17,0.0077899894040583,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K15_p3.0_mu0.00816.csv
BMD,15.0,l2,none,10.0,2.0,0.02,0.528288330531041,56.17424061093024,0.0763984819230532,7.619086251482138,0.6824131314944515,19,0.0078061467165669,PGNN_ALL_RESULTS_May12/female_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K10_p2.0_mu0.02.csv
BMD,15.0,l2,none,400.0,10000.0,5e-13,0.3679769583842571,39.82783261528471,0.0714079452532547,6.683039521786501,0.8400729816995733,40,0.0080741665917822,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K400_p10000.0_mu5e-13.csv
BMD,15.0,l2,none,800.0,10000.0,3.5355339059327374e-13,0.3807067606083494,41.20563744967708,0.073878222208997,6.914231701682367,0.8288165527361229,9,0.007742955680935,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K800_p10000.0_mu3.54e-13.csv
BMD,15.0,l2,none,5.0,2.0,0.0282842712474619,0.3857703348366356,41.75369129436552,0.0748608318121351,7.006193720600136,0.8242326335562806,8,0.0077390881639626,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K5_p2.0_mu0.0283.csv
BMD,15.0,l2,none,10.0,3.0,0.01,0.3839499048984821,41.556657819272445,0.0745075841985588,6.97313342522075,0.8258875934184357,37,0.008025638531605,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K10_p3.0_mu0.01.csv
BMD,15.0,l2,none,15.0,5.0,0.0024494897427831,0.3768446920379917,40.78762806875182,0.0731287812701042,6.844091839849033,0.8322720671217753,88,0.009122513696999,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K15_p5.0_mu0.00245.csv
BMD,15.0,l2,none,30.0,5.0,0.0017320508075688,0.3763364034285467,40.73261366310501,0.0730301409575726,6.834860134542959,0.8327242252870966,42,0.0081082168258816,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K30_p5.0_mu0.00173.csv
BMD,15.0,l2,none,1600.0,1000000.0,2.500000000000001e-18,0.365588211317884,39.56928757285188,0.0709444026284001,6.6396567627538925,0.8421425962015291,77,0.0088609061729741,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K1600_p1000000.0_mu2.5e-18.csv
BMD,15.0,l2,none,200.0,100.0,7.071067811865477e-08,0.3634150886363199,39.33408054577647,0.0705226953918137,6.600189360089737,0.8440136846974502,88,0.009122513696999,PGNN_ALL_RESULTS_May12/male_pgnn_target-BMD_l2_fw-none_80pct_knn15/bmd/results_knn15_l2_fw-none_K200_p100.0_mu7.07e-08.csv
