Height (cm),Weight (kg),Abdomen Circumference,Ankle Circumference Left,Arm Length Left,Arm Volume Left,Bicep Circumference Left,Calf Circumference Left,Chest,Collar Circumference,Forearm Circumference Left,Head Circumference,Hip Circumference,Horizontal Waist,Inseam Left,Leg Volume Left,MidThigh Circumference Left,Narrow Waist,Outside Leg Length Left,Seat Circumference,Surface Area Arm Left,Surface Area Leg Left,Surface Area Torso,Surface Area Total,Thigh Circumference Left,Torso Volume,Upper Arm Circumference Left,Volume,Waist Circumference,Ankle Circumference Right,Arm Length Right,Arm Volume Right,Bicep Circumference Right,Calf Circumference Right,Forearm Circumference Right,Inseam Right,Leg Volume Right,MidThigh Circumference Right,Outside Leg Length Right,1  Surface Area Arm Right,1  Surface Area Leg Right,1  Thigh Circumference Right,Upper Arm Circumference Right,ALM_scaled,BMD_scaled,BFP_scaled,Age_scaled
0.2927809734475841,0.2106899452035286,0.02877237744815701,0.7262104035330652,0.7243634493433289,0.6130321310927676,0.17635942586404516,0.8317226216723168,0.14795552579402743,-0.28130031888565254,0.6765075508494911,2.5382046604111568,0.6588153214791682,-0.23543986880895243,0.7318521637038055,0.9471594405759165,0.9798417945989265,-0.2587673405348343,0.7370588847883709,0.6683279040521823,0.7993582963188404,0.7619817733942553,0.12598336058108514,0.5483868180766841,0.8295463345904102,0.0032707901747877272,-0.08197000107509604,0.2774145836319927,-0.14763681839086157,1.3423881043301764,0.7252798776339444,0.7679338072206574,0.44731312977615784,0.7195217028668761,0.680196299171364,0.7267713406042089,0.9263384703492865,0.8974111296720532,0.6779313984523173,0.7714610435195167,0.7355067592636898,0.7746818011296622,0.3256244626678264,0.1866602156540118,0.5493365702633219,0.4164342761448845,-0.43347999199960885
0.02614858754489502,-0.05844272560213615,0.5302674307284665,0.031885038603093864,0.25064052853550806,-0.14984865791202648,0.007530067774104712,-0.36765169332005126,0.5952761599789246,-0.24085276256379728,-0.08427991949883235,-0.6898840112448943,0.2305591600562061,0.5412320157369545,0.02877993465717706,-0.2949977769568532,-0.07955977215844841,0.6300094886581351,-0.13694640160632984,0.34260516234369254,0.325245569166759,-0.09216572029699298,0.01354229628701256,0.03112629832777672,0.049561002412968125,0.14404116692536625,0.12119811370526351,0.0205641929029388,0.6544056027300471,0.01653368307499082,0.3537258244712785,-0.31618096502693366,0.07769744033112447,-0.3398191265235974,-0.19865238022327142,0.050319395372767875,-0.24189031688440882,0.023058899156012346,-0.31134617172395734,0.2483576618266811,-0.054847938005089206,0.07920119904093417,-0.027193740354683665,-0.6951338707776843,-0.49928119166017726,1.5164243088203175,2.091884214785442
1.0609361804529536,1.4083303302887382,0.8635454522917185,0.3811517373254434,0.6458024342839888,0.15628460527361202,0.5377730265992946,0.3178527643005872,1.1882225777960003,2.0594723636381196,1.2100973978002776,0.8070674922542144,0.829446011677493,1.4045057123013291,1.2481915984573326,0.8879345294154055,1.0503716175059035,1.8538564761640295,0.846657847375591,0.6619477678743874,0.25774719857060846,0.9248129195370631,1.5049035908672004,1.2105563441912062,0.9101938745966819,1.6030929215323684,0.7603140051398388,1.4547168892187974,0.8878382624300306,0.5538651289214088,1.3879574595099462,1.7773568838181497,1.106805083278336,0.6307082797967659,1.5927508228041456,1.2696605736632325,1.0082518180777122,1.1125120562389723,0.893799099124286,1.2384325391200246,1.2235883409952588,0.9663406469197906,1.2849038057116149,1.082909942846883,0.8406192819087388,0.6233699141163003,0.9807239638000198
-0.7547033997415543,0.1658345000692511,0.6609275641822419,0.5368489403703463,-0.46347909835389356,0.8713607138410961,1.068015985424484,0.6569861912984291,0.6451718468011052,0.2559261984148847,0.8894241807763258,2.507592155227128,0.4498934921418487,1.1200004636631942,-0.2157669276199119,0.47187000462344453,0.68608871774925,1.019415348319101,0.09200397362883793,0.46114137659430776,0.22307419451382188,0.19350480901141767,0.019121118773957304,0.13311213920086562,0.658832563774215,0.2312073699607337,0.8705347637656204,0.35144202942800473,0.7567939969156953,1.154540525700941,-0.4977886408944544,0.5305855865156208,0.9642122284670546,0.8896582603144357,0.4305233788887971,-0.2187995022880712,0.5560203558652144,0.7028659230500957,-0.1321527685855057,0.09965767361461808,0.21428658748015283,0.707543822215157,0.7311020989772772,-0.4927549001212294,-1.198359699609177,2.147513954414844,-0.9385528333566191
-0.9070647631145184,-0.9017250941265536,-0.8956954073653635,-0.5715468240087703,-0.9095485418608263,-1.4201724759768266,-1.084855266279197,-0.7371830555426994,-0.7352561491990588,-1.3418559879812713,-1.4256546880378902,-0.6807002596896846,-0.9495468772327631,-0.8121347522220735,-0.7121704768617192,-0.937652993874273,-0.8724022350220334,-0.6657029324164196,-0.9970196164857067,-0.9165650818403205,-1.304334960473508,-1.010494258341102,-1.029788910881829,-1.0749197159926855,-0.9543537036213035,-0.9484557824874595,-0.9698228880950187,-1.0043711047615687,-0.8285518373336547,0.00517545739043248,-0.7062086085979358,-1.1245072833935834,-1.1771196820081546,-0.5202280798925196,-1.3146903338863452,-0.6755706880956271,-0.8166714761569924,-0.8316185708412795,-0.7801272558928937,-1.193442746195235,-0.8789815715013207,-0.8167752135839348,-1.08863238397514,-0.8830572006729638,-1.0818466149510102,0.34927036519455396,-0.888045549220918
0.7117747227232408,-0.29169104030037935,-0.6728157304449384,0.34033382193259004,0.18119259122305142,-0.7410487569234784,-0.39715135840127946,0.09679567072699345,-0.6655762423694792,0.2855877397175786,-0.4820705012645769,-0.18998180158967187,-0.5067803893992352,-0.7453537774613538,0.609711638468673,-0.11850674190229576,-0.3068548509287683,-0.7624722291029319,0.5298425411171092,-0.41058670327707103,-0.0653241415927173,0.10170460728869125,-0.2722828068042786,-0.04629026891269531,-0.5255678047850398,-0.48178244560993344,-0.3923977197718894,-0.43220425244320204,-0.6849505046078723,0.67836875661753,0.29427717596525255,-0.30121084397614023,-0.30711564548195264,-0.015168613758880116,-0.4278521210426677,0.6645749731448146,-0.16864430409739462,-0.4045000756991868,0.5912129328920496,0.17754298634581425,0.1010763557253653,-0.6626447765203762,0.15711427614961262,0.6636963607727977,-0.09148539535659371,-1.8999250469859432,-0.6355091285424129
-0.3293612603253576,-0.22440787259896305,0.4999694287681716,-0.012299302801539303,-0.300857797181059,-0.10057833609331557,0.47159870533791093,-0.21772990394600508,-0.15170868634151066,-0.037577864125756553,-0.279020739553864,-0.9057021727923134,0.2688502991951999,0.5479406068088075,-0.37326042316249364,-0.31173667025297375,-0.28315101353941363,-0.08314659153491415,-0.48478378710560294,0.32212156724656127,-0.3757540650642607,-0.1297719109269753,-0.010675145682147292,-0.15691975560181404,-0.12233010475368337,-0.0017025345128077588,0.3630257483021305,-0.07750957468050176,0.7078536323992847,-0.385372764224768,-0.5074053340351351,-0.29292161721853277,0.3159776056078722,0.12671885490493404,-0.4283514668832325,-0.39090269856994087,-0.20341798410165932,-0.16120844749346436,-0.49007534324806246,-0.5684324513448121,-0.11828138667570226,-0.04531966783468814,0.11761970118440607,-0.680678230016509,-0.8488204456346767,0.8464370641865755,1.8898550782426382
-0.41823872229292125,-0.031529458521569576,0.05244269147963797,0.49687263148043787,0.13437022624768444,-0.07558398983133506,0.13309160042390988,0.18137223880145498,-0.011304544353514178,0.02257491194264328,0.4077652191735474,0.9295175129903372,0.4371297790955165,-0.20189691344968688,-0.41844843032239093,0.27765422217746893,0.5821117623296854,-0.4214510177852215,-0.3199209408409271,0.47725961535926453,0.3645674676222214,0.019456546876058488,0.014390441993514698,0.07399794478119297,0.6164484551577805,-0.14121790745935248,-0.010408762265819566,-0.06005173191605328,-0.07680208027500486,0.5123639196893689,-0.2154075604908279,-0.2748142860408311,0.10208832339094946,0.2305128553603641,0.4030593576577149,-0.3895737163592694,0.2820145420386724,0.603023854745997,-0.38376630356229574,0.20684667770713439,0.0223853760296027,0.5996639928482579,-0.06054471476974701,-0.08799695880832,0.7823627395796554,0.28376010884086283,-0.5344945602710109
0.819697355112424,-0.5025116324314834,-1.1190800509851266,-0.5151591883114272,0.5900241135918567,0.10624636994239242,-1.0232622441820631,-0.6468164045682743,-0.3678266321701411,-0.7853390976656939,-0.3114775428963692,1.0182937780240264,-0.8550282232528249,-1.0752334966218409,1.6017213015318188,-0.1959998409482601,-0.6714285953159663,-0.844169837201238,1.3375311670988645,-0.8397348103940291,0.16079092981362048,0.30601374909228635,-0.24179073349186844,0.13771450669457255,-0.7198283026103649,-0.5565085370305456,-1.0295395080668979,-0.40890322640304233,-1.1325616542836197,-0.19097236308521026,0.9761881441226158,0.49161509708259493,-0.6652863821066062,-0.6854424476277615,-0.02138460682264869,1.5799779198548651,-0.20176523472197078,-0.7771459129871323,1.4754813119027337,0.6445299538002613,0.3445983851325301,-0.7568674785525297,-0.8056756957799731,0.1866602156540118,-0.32451156467292713,-1.5023544999523764,-0.736523696813815
1.010149059328631,0.2734875683915174,0.3696248995014823,-0.22901297730998485,0.9113386651845579,0.5984665457587292,-0.01028609564242172,0.3581765559253306,-0.3666662673603232,-0.8029700837547079,-0.0946660965684338,1.237173190089846,0.7034883171413276,-0.27416673545101317,1.5532106467866362,1.1531595891183315,0.973297790411681,-0.49163463202644264,1.828404486822137,0.6726932603843578,0.381449510422539,1.0798469737603313,0.06303118654020726,0.6549157014893546,1.109163717823833,0.035665242922202814,0.120375570730445,0.3333155788825761,-0.15150053137899935,-0.02278325198694213,1.1221870308947695,0.4428131213680971,0.034544339532974006,0.2936452886270694,0.1583798957807992,1.5779844465388588,1.1958952164012124,0.9458638981137479,1.7660903024847843,0.7089702254580746,1.2113150392984742,1.165459268144864,0.4844804197500997,0.31676098250458967,1.364928162870489,0.2646924274893949,1.1322458162071227
