mapper_name,n_nodes,n_edges,html_path,graph_json_path,attempts_csv,html_created,best_n_cubes,best_overlap,best_eps,best_min_samples
penn_data_gmvae_umap_mapper,36,37,UMAP_VAE_GMVAE_MAPPER_ALL_DATASETS/penn_data/gmvae_umap_mapper/mapper/penn_data_gmvae_umap_mapper_mapper.html,UMAP_VAE_GMVAE_MAPPER_ALL_DATASETS/penn_data/gmvae_umap_mapper/mapper/penn_data_gmvae_umap_mapper_graph.json,UMAP_VAE_GMVAE_MAPPER_ALL_DATASETS/penn_data/gmvae_umap_mapper/mapper/penn_data_gmvae_umap_mapper_attempts.csv,True,12,0.3,0.8,5
