region,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,116,1.653560757637024,10.675803184509277,-1.2198985539269032,0.405369015715625,-1.9961415392834652,-0.2759202887035996,1.653560757637024,10.675803184509277,Low,Low ALM
1,197,10.761475563049316,8.699393272399902,0.9192750245858625,0.7160754059636719,-0.5216661816435803,2.6874860673373457,10.761475563049316,8.699393272399902,High,High ALM
2,202,6.615187644958496,9.690013885498047,-0.24514838015258253,0.5114629594053807,-1.1577143751352952,1.256377631980987,6.615187644958496,9.690013885498047,Medium,Medium ALM
