region,n_subjects,umap_1_center,umap_2_center,BMD_scaled_mean,BMD_scaled_std,BMD_scaled_min,BMD_scaled_max,label_x,label_y,BMD_level,BMD_profile
0,116,1.653560757637024,10.675803184509277,-1.2385366253533716,0.5985768690136651,-2.363490546190843,1.539697789857739,1.653560757637024,10.675803184509277,Low,Low BMD
1,197,10.761475563049316,8.699393272399902,0.7448064914791808,0.7295861160134958,-1.198359699609177,2.4718024671230716,10.761475563049316,8.699393272399902,High,High BMD
2,202,6.615187644958496,9.690013885498047,-0.0588963394992353,0.6136165076091109,-1.489642411254593,1.7727239591740724,6.615187644958496,9.690013885498047,Medium,Medium BMD
