region,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,119,5.241639137268066,10.070734024047852,-0.4952133669243994,0.5838999701310833,-1.7131991843247278,1.2235301804441236,5.241639137268066,10.070734024047852,Medium,Medium ALM
1,134,6.743560791015625,4.717004776000977,0.6305931668499426,0.7065121748089254,-0.7188734938911795,2.2872274306753617,6.743560791015625,4.717004776000977,High,High ALM
2,17,-8.0046968460083,7.046218395233154,-2.007008143467883,0.32132637936583686,-2.5225340486311043,-1.481960651665763,-8.0046968460083,7.046218395233154,Low,Low ALM
