region,n_subjects,umap_1_center,umap_2_center,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,label_x,label_y,BFP_level,BFP_profile
0,100,8.570263862609863,5.663213729858398,-0.40891899638623885,0.6690373669782496,-1.7352409432967704,1.4309982212257366,8.570263862609863,5.663213729858398,Medium,Medium BFP
1,218,3.7717397212982178,7.124226093292236,0.009441865709553554,1.0525016575543897,-2.294122224602492,1.9864499740512378,3.7717397212982178,7.124226093292236,Medium,Medium BFP
2,197,-0.2497342824935913,7.5746660232543945,0.3214627272627206,0.9547732815145723,-1.878192189227379,2.83845922917533,-0.2497342824935913,7.5746660232543945,Medium,Medium BFP
