cluster,n_subjects,umap_1_center,umap_2_center,BMD_scaled_mean,BMD_scaled_std,BMD_scaled_min,BMD_scaled_max,label_x,label_y,BMD_level,BMD_profile
0,119,8.79798412322998,3.858851671218872,0.32218501025748514,0.6648930514635528,-1.0818466149510102,2.0057501284904045,8.79798412322998,3.858851671218872,Medium,Medium BMD
1,166,5.610651016235352,1.189778208732605,-0.641413117222097,0.944216799409892,-2.2469774615326763,1.7727239591740724,5.610651016235352,1.189778208732605,Low,Low BMD
2,230,8.8384428024292,3.1256325244903564,0.2578005693034318,0.966550871300452,-2.363490546190843,2.4718024671230716,8.8384428024292,3.1256325244903564,Medium,Medium BMD
