cluster,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,BMD_scaled_mean,BMD_scaled_std,BMD_scaled_min,BMD_scaled_max,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,Age_scaled_mean,Age_scaled_std,Age_scaled_min,Age_scaled_max,cluster_profile,label_x,label_y
0,119,8.79798412322998,3.858851671218872,0.4554865434227598,0.748409880495461,-0.767412074583561,2.6874860673373457,0.32218501025748514,0.6648930514635528,-1.0818466149510102,2.0057501284904045,0.6332485000181913,0.9370721343324558,-1.926543742134344,2.83845922917533,0.03678951070927124,0.8575341327727662,-0.837538265085217,1.9908696465140403,"Medium ALM
Medium BMD
High BFP
Medium Age",8.79798412322998,3.858851671218872
1,166,5.610651016235352,1.189778208732605,-0.5344672611128138,0.9295262965673802,-1.9816858985222898,2.355006329830313,-0.641413117222097,0.944216799409892,-2.2469774615326763,1.7727239591740724,-0.657176710410055,0.8101723578486199,-2.294122224602492,1.6621984633318867,-0.6972740603469147,0.457814861087462,-1.140581969899423,2.1423914989211434,"Low ALM
Low BMD
Low BFP
Low Age",5.610651016235352,1.189778208732605
2,230,8.8384428024292,3.1256325244903564,0.10690278901952677,1.0233732653973773,-1.9961415392834652,2.615207863531469,0.2578005693034318,0.966550871300452,-2.363490546190843,2.4718024671230716,0.2531710729683441,0.8211063021760588,-1.590678055891976,2.147513954414844,0.4883877419207081,1.0721767606604602,-1.140581969899423,2.4959424878710506,"Medium ALM
Medium BMD
Medium BFP
Medium Age",8.8384428024292,3.1256325244903564
