cluster,n_subjects,umap_1_center,umap_2_center,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,label_x,label_y,BFP_level,BFP_profile
0,166,8.513790130615234,8.087754249572754,-0.3710286393496803,0.8764317873843486,-2.1008815083568737,2.194403514499213,8.513790130615234,8.087754249572754,Medium,Medium BFP
1,3,12.806397438049316,3.2135279178619385,0.08193913597502722,0.38404485862595045,-0.31705646082068994,0.44904462733549527,12.806397438049316,3.2135279178619385,Medium,Medium BFP
2,76,10.64557933807373,4.760282516479492,0.8001127791771168,0.769605862163143,-0.6301914066311896,2.8485860895989643,10.64557933807373,4.760282516479492,High,High BFP
