region,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,56,-1.8249646425247192,4.674947261810303,-1.5242890696064009,0.3364450026053724,-2.057733470405338,-0.7987229305886901,-1.8249646425247192,4.674947261810303,Low,Low ALM
1,109,9.039636611938477,6.445435047149658,0.8056375487940106,0.4957025644121166,-0.2773145252100787,1.9482091562839956,9.039636611938477,6.445435047149658,High,High ALM
2,80,3.5399773120880127,7.447342872619629,-0.11071818105252207,0.43081078481482976,-1.1166548850878435,0.8036541200870432,3.5399773120880127,7.447342872619629,Medium,Medium ALM
