kNN_graph,2.0,3.0,5.0,10.0,100.0,10000.0,1000000.0
2.0,0.9322954060785198,0.9278428707871552,0.9280779385028656,0.9295750917945922,0.9275270748611154,0.9336535241761018,0.9323673184860736
5.0,0.9294445489167578,0.9338902755670188,0.9279884713294784,0.9342658734276916,0.9317676162132008,0.9300789732002056,0.9339807540249604
10.0,0.9179355214296024,0.9368156016810738,0.9274501208165828,0.9260787918445136,0.9349202902090286,0.9311309044948474,0.9331855221664564
15.0,0.9240221242627208,0.9310770894445748,0.9359268832688332,0.910698226767789,0.9250886833533876,0.9195139759583276,0.9296764874840876
20.0,0.936210449950859,0.9233003162192446,0.9330328498439416,0.928972092283668,0.9330228138399588,0.9136862840634384,0.9246277773545932
25.0,0.9308601514418728,0.9277443934286482,0.940128478058388,0.9296185330143724,0.9290276468556304,0.9266907139924084,0.935109235798836
30.0,0.9284565735909114,0.9243132380768933,0.924141739727354,0.9349287779914968,0.9206390910013252,0.92883925896237,0.928381429646786
35.0,0.9335899169416852,0.928752246773675,0.9106687204701738,0.9263218044853042,0.9268746998607778,0.9237760502384096,0.9230286052632136
40.0,0.9331601941133164,0.9133512543456486,0.9254078345778092,0.9298525997242418,0.93904867559833,0.9314574790815466,0.9371146858299892
