cluster,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,BMD_scaled_mean,BMD_scaled_std,BMD_scaled_min,BMD_scaled_max,BFP_scaled_mean,BFP_scaled_std,BFP_scaled_min,BFP_scaled_max,Age_scaled_mean,Age_scaled_std,Age_scaled_min,Age_scaled_max,cluster_profile,label_x,label_y
1,270,7.592148780822754,9.059419631958008,-0.031666832389130505,0.9811335350933476,-2.5225340486311043,2.2872274306753617,-0.015046326083131735,0.9900969696172748,-2.588928490091263,2.3206556973749937,-0.008500117212413569,0.9970237695065531,-2.6372335961468716,2.7828542181770226,-0.023710414452085177,0.9822269913893804,-1.1334296605504373,2.35846774057484,"Medium ALM
Medium BMD
Medium BFP
Medium Age",7.592148780822754,9.059419631958008
