cluster,n_subjects,umap_1_center,umap_2_center,ALM_scaled_mean,ALM_scaled_std,ALM_scaled_min,ALM_scaled_max,label_x,label_y,ALM_level,ALM_profile
0,166,8.513790130615234,8.087754249572754,-0.24651726118389541,1.0690926526207625,-2.057733470405338,1.9354918781040293,8.513790130615234,8.087754249572754,Medium,Medium ALM
1,3,12.806397438049316,3.2135279178619385,0.24833297289518863,0.2912043815228687,0.015182872929142596,0.574743112847653,12.806397438049316,3.2135279178619385,Medium,Medium ALM
2,76,10.64557933807373,4.760282516479492,0.4443910115029999,0.685344099314661,-1.7270842377262183,1.9482091562839956,10.64557933807373,4.760282516479492,Medium,Medium ALM
